Municipality code,Municipality,Population2016,Population2017,Population2018,Cases2016,Cases2017,Cases2018,Age0-4(%),Age5-14(%),Age15-29(%),Age>30(%),AfrocolombianPopulation(%),IndianPopulation(%),PeoplewithDisabilities(%),Peoplewhocannotreadorwrite(%),Secondary/HigherEducation(%),Employedpopulation(%),Unemployedpopulation(%),Peopledoinghousework(%),Retiredpeople(%),Men(%),Women(%),Householdswithoutwateraccess(%),Householdswithoutinternetaccess(%),Buildingstratification1(%),Buildingstratification2(%),Buildingstratification3(%),Buildingstratification4(%),Buildingstratification5(%),Buildingstratification6(%),NumberofhospitalsperKm2,NumberofhousesperKm2,Código Municipio,Longitud,Latitud,2016_dengue,2017_dengue,2018_dengue,2016_temp,2017_temp,2018_temp,2016_precip,2017_precip,2018_precip,strata
27800,Unguía,12513,12672,12854,1,1,4,10.61,25.74,25.21,38.44,76.3,8.7,8.24,11.57,37.87,28.4,2.22,20.73,0.2,51.59,48.41,33.87,61.81,58.3656,0.7957,0.0215,0.0,0.0,0.0,0.00084,3.115966,27800,-77.06611040549,8.120124401066999,0.019230769230769232,0.018867924528301886,0.0784313725490196,27.43015170097352,26.908269882202152,26.844113032023103,150.67241223653153,168.0356858571372,167.58151086171463,2
27810,Unión Panamericana,6415,6652,6816,2,0,1,9.04,21.18,26.86,42.91,86.68,3.02,11.97,10.74,47.27,30.52,6.9,15.72,0.29,49.14,50.86,60.33,59.01,70.0606,0.9084,0.0757,0.0,0.0,0.0,0.001875,1.24875,27810,-76.64469802267999,5.247863327764,0.038461538461538464,0.0,0.0196078431372549,27.435469150543216,26.842681010564178,26.836604595184312,471.5933227539063,542.2458877563475,581.5356101989745,3
41001,Neiva,351933,354692,357392,1294,532,567,7.33,15.19,25.62,51.86,0.63,0.32,7.9,4.0,62.42,38.83,5.54,14.72,3.33,47.86,52.14,2.44,33.99,23.1001,38.5433,8.2185,4.0139,0.8625,0.0719,0.10367,63.426272,41001,-75.2574256732125,3.0050053636166667,24.884615384615383,10.226415094339623,10.92156862745098,27.922945419947307,27.351497491200778,27.382639010747283,103.84711710611974,117.74426905314137,123.30518658955891,1
41006,Acevedo,25511,24924,24774,87,11,4,9.27,21.85,27.94,40.94,0.43,0.97,7.99,5.8,38.47,35.23,2.38,22.8,0.11,51.89,48.11,34.43,73.5,49.5279,14.6717,0.2279,0.0217,0.0109,0.0,0.001634,11.455882,41006,-75.93932991818,1.7813335664219998,1.6730769230769231,0.20754716981132076,0.0784313725490196,21.00638230641683,20.544280012448624,20.591762463251744,130.17163324356076,135.38090546925855,147.41534662246707,2
41013,Agrado,8962,8823,8800,87,2,24,8.33,18.64,26.22,46.81,0.19,0.29,18.39,9.78,40.65,30.01,6.89,20.84,0.78,49.78,50.22,18.73,70.68,63.0349,9.3475,0.3945,0.0303,0.0,0.0,0.0045049999999999,11.22973,41013,-75.72583671183334,2.2240623628700003,1.6730769230769231,0.03773584905660377,0.47058823529411764,24.192225694656383,23.639057318369527,23.69467782974243,96.24561436971021,104.86932849884035,110.6670556068421,0
41016,Aipe,16264,16158,16163,99,23,118,8.5,17.76,25.59,48.15,0.19,0.05,8.77,8.81,47.99,31.42,5.49,20.94,0.81,49.67,50.33,13.37,65.57,38.299,28.677,0.7216,0.0859,0.0344,0.0344,0.001247,5.266833,41016,-75.38393321705,3.254412673991667,1.9038461538461537,0.4339622641509434,2.3137254901960786,28.21928207079571,27.629170974095675,27.66265575091042,121.19311841328938,138.3856499989829,148.97661813100171,1
41020,Algeciras,22453,22408,22481,313,69,35,7.57,19.25,26.95,46.23,0.11,0.06,9.78,8.91,37.73,36.81,1.61,21.78,0.17,51.56,48.44,17.0,67.92,41.6189,23.8481,0.4608,0.0249,0.0125,0.0,0.001754,10.242105,41020,-75.30817795116,2.521128493114,6.019230769230769,1.3018867924528301,0.6862745098039216,17.413741509119685,16.874635497728974,16.902218063672393,111.9186824162802,114.07901748021438,128.70476929346722,1
41026,Altamira,4167,4232,4275,23,0,3,6.72,14.63,30.53,48.12,0.14,0.07,12.69,5.64,45.41,30.13,4.25,21.95,1.22,55.03,44.97,8.45,71.07,23.5441,49.9061,0.7514,0.1252,0.1252,0.0,0.0,6.62234,41026,-75.75992386066666,2.0827982844600004,0.4423076923076923,0.0,0.058823529411764705,23.342741886774707,22.814074277877797,22.874772707621275,93.18719530105585,98.87573115030919,105.14768107732134,0
41078,Baraya,8482,8402,8338,12,16,7,6.17,17.25,27.17,49.41,0.28,0.07,4.31,11.26,39.5,21.55,14.63,23.99,0.39,53.9,46.1,22.13,74.69,58.8121,11.6848,1.8245,0.1941,0.0388,0.1165,0.001333,2.654667,41078,-75.0544887925,3.15255100755,0.23076923076923078,0.32075471698113206,0.11764705882352941,18.093972563743577,17.49959305922189,17.53889429569245,104.22283490498869,110.49186706542963,123.43619267145795,1
41132,Campoalegre,31925,31316,31087,139,43,8,7.47,16.55,24.89,51.09,0.2,0.3,14.44,7.44,48.64,38.11,3.93,20.04,0.99,49.61,50.39,13.22,64.78,47.4545,25.7557,3.1112,0.053,0.0177,0.0,0.004539,13.7882,41132,-75.34380440637142,2.6505458549242857,2.673076923076923,0.8113207547169812,0.1568627450980392,25.363343318303418,24.81408111254372,24.84283558527628,104.54465071360278,114.51631307601934,121.21304353078199,1
41206,Colombia,8409,7647,7285,12,8,1,7.97,17.81,23.85,50.37,0.1,0.01,12.17,10.81,31.32,21.11,6.36,37.19,0.31,54.19,45.81,27.15,69.78,46.7168,15.9098,0.588,0.0653,0.0,0.0,0.000589,1.290931,41206,-74.7419015232,3.49819576961,0.23076923076923078,0.1509433962264151,0.0196078431372549,18.439979394276943,17.835125287373867,17.875403205553685,106.39954916636152,112.72408930460612,127.02218373616542,1
41244,Elías,4200,4195,4211,20,2,0,6.58,18.04,24.63,50.75,0.27,0.05,8.89,6.32,41.19,33.16,2.86,25.11,0.46,51.95,48.05,8.89,72.79,59.1241,11.0816,0.3981,0.0664,0.0,0.0,0.012195,13.939024,41244,-75.95261732023333,2.0049213532766665,0.38461538461538464,0.03773584905660377,0.0,22.51201343536377,22.005698521931958,22.059843301773068,100.65892410278322,105.96033016840612,112.86889791488653,1
41298,Garzón,72005,72028,72382,313,94,88,8.24,17.97,26.39,47.4,0.39,0.07,9.17,6.25,47.1,37.35,3.61,18.17,1.31,50.26,49.74,8.12,64.2,32.7008,36.2745,6.3212,1.0357,0.0198,0.0119,0.0068969999999999,34.498276000000004,41298,-75.60218291672942,2.1648512350617644,6.019230769230769,1.8113207547169812,1.6862745098039216,20.677906632423404,20.139364918073024,20.187216520309452,103.76772165298462,109.88594023386638,119.79238001505536,1
41306,Gigante,24595,24508,24583,55,7,1,7.28,18.14,25.28,49.31,0.36,0.1,10.98,7.39,45.85,35.61,3.62,21.21,0.91,49.79,50.21,12.01,66.48,35.6992,33.3967,1.1407,0.0845,0.0422,0.0,0.001597,11.186901,41306,-75.5113754643,2.365133977446667,1.0576923076923077,0.1320754716981132,0.0196078431372549,22.201215902964275,21.657162268956508,21.69685411453249,103.45593674977624,113.34807173411046,121.76342121760062,1
41319,Guadalupe,17811,17786,17890,136,3,3,8.36,19.87,25.78,45.99,0.16,0.13,8.14,7.67,38.99,34.95,3.46,22.04,0.31,50.98,49.02,20.67,69.8,49.2681,17.6968,1.0573,0.0488,0.0163,0.0163,0.0039369999999999,17.653543,41319,-75.72011720420001,2.028013455565714,2.6153846153846154,0.05660377358490566,0.058823529411764705,19.15867237250011,18.637491981188465,18.69758284091949,116.46346759796143,120.48993364969893,131.5029603640237,1
41349,Hobo,7212,7246,7286,30,11,2,8.43,17.85,25.78,47.94,0.42,0.25,8.93,8.52,40.31,37.93,3.39,20.63,0.4,50.87,49.13,17.91,70.78,27.6653,32.0513,0.0675,0.0337,0.0337,0.0337,0.004608,10.0,41349,-75.4477305142,2.58082594244,0.5769230769230769,0.20754716981132076,0.0392156862745098,22.88510298728943,22.338444868723553,22.37058464686076,99.9959220886231,109.40204397837319,114.46873410542817,0
41357,Íquira,9596,9322,9248,37,7,8,9.32,19.98,25.96,44.74,0.2,18.49,8.35,7.4,38.34,34.15,3.43,21.95,0.41,51.17,48.83,19.45,63.28,42.7333,17.1086,0.3315,0.0,0.0,0.0,0.00188,4.795113,41357,-75.67487106175,2.6672547453175,0.7115384615384616,0.1320754716981132,0.1568627450980392,15.530243635177607,14.973342577616377,15.002444148063654,104.59852917989095,110.11444791158037,120.05267063776655,1
41359,Isnos,25721,25304,25186,16,10,9,7.88,17.65,27.73,46.74,0.08,1.87,15.88,8.28,38.1,36.87,3.24,23.96,0.11,50.71,49.29,18.18,83.56,64.6019,11.4202,0.6758,0.0563,0.0113,0.0,0.0014349999999999,11.146341,41359,-76.1991739395,1.968736370028,0.3076923076923077,0.18867924528301888,0.17647058823529413,19.35216271877288,18.88491030534109,18.92429844538371,117.3630463282267,126.5782472292582,133.01922957102468,1
41378,La Argentina,12839,12823,12866,10,0,0,8.68,20.04,26.81,44.46,0.34,6.73,5.19,6.44,38.93,33.01,1.79,27.24,0.15,50.82,49.18,16.17,64.57,51.608,11.0291,0.4539999999999999,0.0378,0.0,0.0,0.001597,5.821086,41378,-76.0202482385,2.1648097455966666,0.19230769230769232,0.0,0.0,17.516309460004166,17.000083963076285,17.053664525349927,124.25443490346277,134.06101195017501,143.31426302591967,1
41396,La Plata,60819,60730,61026,464,67,33,9.27,19.7,26.93,44.11,1.0,5.21,10.47,7.24,42.96,34.6,3.28,19.56,0.58,50.7,49.3,21.51,72.98,41.1816,28.142,4.0869,0.0603,0.0274,0.011,0.004721,11.634146,41396,-75.95831014095714,2.330708411747143,8.923076923076923,1.2641509433962264,0.6470588235294118,18.53187493483226,17.996653477350865,18.051102360089626,112.48620955149339,123.84988927841188,129.60020128885907,1
41483,Nátaga,6617,6496,6469,1,2,0,10.07,19.88,26.02,44.03,0.34,8.58,11.67,8.87,38.08,37.11,1.1,23.23,0.23,51.49,48.51,21.33,67.9,42.3223,20.488000000000003,0.7152,0.0421,0.0,0.0,0.007519,12.714286,41483,-75.77020595495,2.6257383598875,0.019230769230769232,0.03773584905660377,0.0,19.763446529706325,19.207218368848164,19.245521187782284,101.68685690561928,112.09668620427459,116.61048126220693,1
41503,Oporapa,11707,11611,11629,3,3,1,9.91,22.34,27.67,40.09,0.23,0.02,13.27,7.97,36.41,22.37,10.01,25.08,0.06,51.07,48.93,13.02,72.03,60.2349,11.4758,0.1601,0.0534,0.0,0.0,0.005319,15.382979,41503,-76.0106551696,2.028994260445,0.057692307692307696,0.05660377358490566,0.0196078431372549,18.022309462229416,17.518381754557264,17.569965720176683,117.13198312123615,124.94769557317106,132.3453095753988,1
41518,Paicol,6550,6561,6583,40,2,2,8.22,18.09,25.64,48.05,0.97,0.31,12.95,6.46,44.41,31.71,2.3,24.46,0.5,51.28,48.72,19.93,72.85,26.2765,44.4998,4.6492,0.166,0.083,0.0415,0.003356,6.318792,41518,-75.74038438736666,2.44856146196,0.7692307692307693,0.05660377358490566,0.0196078431372549,22.178065697352093,21.623595118522633,21.671273072560634,98.28378486633316,107.67940139770498,112.69295056660961,0
41524,Palermo,26323,26194,26279,70,18,16,7.79,16.38,25.54,50.29,0.29,0.37,13.37,7.1,47.96,34.62,5.84,20.62,1.2,50.95,49.05,15.58,59.79,26.1975,33.6158,6.3423,0.7809,0.0381,0.0,0.00325,8.08559,41524,-75.42360007071666,2.85481222114,1.3461538461538463,0.3584905660377358,0.29411764705882354,26.82167148590088,26.25546034177144,26.2856470743815,101.48315286636351,113.74953889846806,117.76523876190193,1
41530,Palestina,11215,11134,11159,9,4,3,8.81,19.84,26.91,44.44,0.61,3.31,18.36,7.33,36.79,30.6,5.22,24.15,0.05,52.09,47.91,24.99,78.13,53.2838,16.4933,1.2779,0.0594,0.0,0.0297,0.004545,12.640909,41530,-76.1330745868,1.72344447572,0.17307692307692307,0.07547169811320754,0.058823529411764705,19.067331115404766,18.62460112571716,18.6601045926412,141.69205888112393,148.43322690327952,160.62361717224107,2
41548,Pital,13901,13822,13787,12,8,20,9.86,19.92,25.8,44.41,0.21,0.06,8.8,6.89,39.2,36.4,2.68,20.44,0.52,50.83,49.17,20.49,66.74,53.1388,14.8226,0.5669,0.042,0.021,0.0,0.004926,16.817733999999998,41548,-75.8387980572,2.2703927339166667,0.23076923076923078,0.1509433962264151,0.39215686274509803,22.53372287750244,21.98435235023499,22.040971279144262,98.13401635487882,105.85218063990273,111.61330684026088,0
41551,Pitalito,118234,121528,124359,304,103,60,8.06,17.55,28.1,46.29,0.92,1.14,7.31,5.21,48.68,35.7,3.98,19.47,0.81,49.65,50.35,11.27,57.53,42.1014,23.7171,8.3156,0.1989999999999999,0.0358,0.0067,0.0355329999999999,58.741117,41551,-76.09095566056,1.875104198306,5.846153846153846,1.9433962264150944,1.1764705882352942,21.722671985626224,21.25433417161306,21.298105915387474,113.802086353302,120.64484564463294,129.12488365173326,1
41615,Rivera,22656,23732,24312,76,29,33,7.09,16.07,26.95,49.88,0.41,0.99,7.26,5.99,51.84,31.5,5.33,17.76,1.85,53.17,46.83,7.02,63.34,25.6656,43.2967,3.2067,1.2188,0.0,0.0118,0.0068969999999999,15.073563,41615,-75.26239085777999,2.792846757142,1.4615384615384615,0.5471698113207547,0.6470588235294118,25.918967088063553,25.358832438786823,25.38932283719379,99.12881755828853,107.70846541722615,113.88204542795818,0
41660,Saladoblanco,10581,10481,10444,3,1,2,9.59,20.95,27.45,42.01,0.17,0.25,16.37,8.51,32.59,30.01,5.1,25.09,0.11,51.47,48.53,17.55,74.79,52.9379,14.2504,0.4942,0.0824,0.0,0.0,0.0034479999999999,9.724138,41660,-76.12106588416667,2.01951721557,0.057692307692307696,0.018867924528301886,0.0392156862745098,16.723015507062282,16.232831398646038,16.279120524724334,125.12214628855385,138.34986289342237,143.42152690887437,1
41668,San Agustín,32999,32900,33028,29,13,11,7.9,16.59,26.96,48.55,0.21,2.53,13.87,7.07,40.36,36.64,3.98,23.62,0.58,50.99,49.01,14.73,77.25,49.1012,23.7343,4.6722,0.0434,0.0174,0.0087,0.001527,7.421374,41668,-76.31298950635556,1.89040563762,0.5576923076923077,0.24528301886792453,0.21568627450980393,17.217643936475117,16.756771604220063,16.79757026831309,127.13614749908447,140.02539141972863,143.34445444742815,2
41676,Santa María,10508,10424,10405,1,5,1,9.55,18.3,26.19,45.96,0.16,7.82,16.1,7.87,37.93,37.62,1.78,22.85,0.39,52.31,47.69,34.84,65.33,37.1244,23.1623,0.4623,0.0,0.0462,0.0,0.003185,9.474522,41676,-75.61018137745,2.9243060574950004,0.019230769230769232,0.09433962264150944,0.0196078431372549,18.232297062873833,17.662006338437408,17.693147500356037,109.89027976989756,122.1155850092569,128.79074319203687,1
41770,Suaza,20191,21225,21853,38,19,9,9.37,18.91,26.96,44.76,0.07,0.05,6.95,7.62,37.9,36.58,3.42,21.68,0.22,51.74,48.26,32.23,78.01,60.2111,8.5425,0.4991,0.0,0.0143,0.0143,0.002976,17.0,41770,-75.82049990440001,1.9118431653320005,0.7307692307692307,0.3584905660377358,0.17647058823529413,22.145167827606205,21.647750457127902,21.708448807398483,110.81513516108198,114.85294373830152,125.60566361745201,1
41791,Tarqui,17690,17501,17440,53,21,3,8.47,19.33,27.42,44.79,0.12,0.59,8.61,6.53,39.22,30.68,4.25,23.7,0.38,51.3,48.7,17.07,69.2,59.5865,9.5784,0.2746,0.0485,0.0,0.0485,0.003247,14.785714000000002,41791,-75.8951912916,2.0762096681125,1.0192307692307692,0.39622641509433965,0.058823529411764705,18.730596065521254,18.202869057655327,18.25944443543751,108.1611833572387,115.2394008636475,123.2761863072714,1
41797,Tesalia,10637,10646,10697,24,8,2,7.79,18.09,25.32,48.8,0.7,0.1,18.05,6.72,46.92,31.56,5.53,22.26,0.61,50.74,49.26,8.19,74.29,64.0242,14.7016,0.4612,0.0288,0.0288,0.0,0.002681,7.619302999999999,41797,-75.71414557145,2.54731883926,0.46153846153846156,0.1509433962264151,0.0392156862745098,24.211291154225666,23.656820456186907,23.695470650990814,102.64497248331708,113.45466613769526,117.62180582682298,1
41799,Tello,12699,12134,11800,21,12,11,8.04,17.25,25.6,49.11,0.18,0.74,6.59,9.34,40.38,31.81,3.9,23.79,0.35,52.46,47.54,11.51,66.85,49.9776,12.8982,0.7851,0.0449,0.0,0.0,0.001792,5.517921,41799,-75.06956737958001,3.015858188034,0.40384615384615385,0.22641509433962265,0.21568627450980393,24.603426853815716,24.02251664797466,24.05804173151653,100.62164020538329,110.64124584198011,115.98462454477946,1
41801,Teruel,8402,8169,8052,13,8,1,8.5,17.45,26.1,47.95,0.35,0.35,6.41,9.29,39.8,37.65,1.97,22.97,0.42,51.86,48.14,25.75,74.39,31.6092,37.8592,3.0172,0.1078,0.0,0.0,0.0020039999999999,4.288577,41801,-75.5670364688,2.74097042738,0.25,0.1509433962264151,0.0196078431372549,11.892378648122149,11.327324986457818,11.356679618358607,100.63488721847523,108.47704855600996,119.78147379557292,1
41807,Timaná,21871,21751,21799,91,42,9,7.57,17.27,26.1,49.06,0.3,1.16,14.87,7.75,43.14,33.85,2.28,24.88,0.62,51.04,48.96,9.93,72.43,53.0758,21.3084,1.6018,0.0808,0.0,0.0135,0.005495,32.93956,41807,-75.9043819185,1.9582641793127276,1.75,0.7924528301886793,0.17647058823529413,21.48746657371522,20.99287041028341,21.04606048266093,105.81580400466915,110.84324439366658,119.35116767883297,1
41872,Villavieja,7651,7429,7288,14,12,10,7.26,15.74,22.7,54.3,0.23,2.58,13.93,9.69,40.54,29.84,5.57,25.74,0.43,51.58,48.42,10.94,76.49,47.2642,23.4701,0.108,0.036,0.0,0.0,0.001493,3.255224,41872,-75.19180523598332,3.2759702959166668,0.2692307692307692,0.22641509433962265,0.19607843137254902,28.516961971918743,27.921613931655873,27.95564142862956,119.01282215118398,132.55227470397955,143.65841293334958,1
41885,Yaguará,7654,7693,7730,9,10,2,7.21,14.05,24.96,53.78,0.26,0.01,6.54,6.75,52.32,31.42,8.01,23.98,0.68,50.64,49.36,6.72,69.37,17.8675,48.3037,5.0727,0.2585,0.0646,0.0,0.0030399999999999,6.9179330000000006,41885,-75.5180231181,2.66469363692,0.17307692307692307,0.18867924528301888,0.0392156862745098,26.033627748489383,25.480459531148274,25.510733127593994,102.61449400583898,113.74629863103233,118.01739565531405,1
44001,Riohacha,172716,179044,188014,51,25,411,11.52,21.78,28.02,38.68,12.94,29.85,3.25,9.58,50.97,30.95,6.09,14.48,0.68,48.86,51.14,28.1,68.07,46.3833,16.1696,6.1828,0.3688,0.1881,0.0224,0.03141,15.60609,44001,-72.98090882499375,11.22754239419375,0.9807692307692307,0.5849056603773585,7.9411764705882355,29.000215609868366,28.50183566411336,28.30084514617919,90.75567562381416,89.5051406820616,85.42815526326496,0
44035,Albania,25843,27554,29148,6,3,37,11.72,23.17,30.54,34.57,4.24,36.37,3.32,9.29,48.58,25.77,5.81,17.19,0.12,50.41,49.59,35.17,83.56,37.9686,5.6714,2.9584,2.713,0.0682,0.0136,0.011765,16.607059,44035,-72.51770525243333,11.197300682883332,0.11538461538461539,0.05660377358490566,0.7254901960784313,29.06002243359883,28.579467137654618,28.365346511205043,85.46281621853514,83.27118070920305,81.72401225566858,0
44078,Barrancas,32804,34124,35743,13,1,148,11.15,20.44,29.17,39.24,21.98,33.03,2.94,6.45,54.34,27.0,5.88,18.1,0.4,49.47,50.53,30.44,79.21,47.5665,12.868,3.3238,0.0356,0.0,0.0,0.008086,9.467655,44078,-72.79518318621818,10.948229383927272,0.25,0.018867924528301886,2.9019607843137254,28.140341917673748,27.668466726938885,27.422633409500122,86.27584805091224,94.28563378254584,89.39836198091503,0
44090,Dibulla,31496,34502,37740,12,0,45,12.58,26.02,27.38,34.01,7.56,31.85,5.64,23.72,33.01,25.86,3.97,18.02,0.16,51.13,48.87,42.81,84.16,44.441,10.1263,0.1044,0.0104,0.0104,0.0,0.001225,5.216167,44090,-73.33886888812727,11.2379875132,0.23076923076923078,0.0,0.8823529411764706,24.56834220886231,24.03700510660808,23.84301662445068,102.51993821064626,102.76396521925922,99.62788528203963,1
44098,Distracción,12088,12462,13016,21,1,18,9.69,21.3,28.4,40.62,7.28,20.07,4.49,8.26,55.07,24.95,4.76,18.39,0.43,50.81,49.19,23.99,75.72,35.3806,19.0551,1.0761,0.0525,0.0,0.0,0.008621,14.155172,44098,-72.9035716174375,10.8876822589875,0.40384615384615385,0.018867924528301886,0.35294117647058826,27.523567040761307,27.028775850931794,26.79407517115273,85.83006612459815,90.84875728686653,88.04309487342827,0
44110,El Molino,7655,7307,7185,4,0,29,7.34,17.56,24.97,50.12,9.32,2.41,8.93,7.21,54.93,29.64,8.72,20.74,0.49,50.19,49.81,16.91,73.8,47.1822,17.6059,0.4114,0.0823,0.0411,0.0,0.005263,10.147368,44110,-72.9267422648,10.6535029819,0.07692307692307693,0.0,0.5686274509803921,27.165785153706867,26.661184231440227,26.411799033482875,97.34516457716627,106.0479487379392,100.16190093755722,0
44279,Fonseca,42362,42434,42772,11,1,104,10.34,20.16,27.31,42.19,7.32,3.09,3.56,6.2,56.59,29.66,5.04,16.6,0.73,49.17,50.83,18.26,74.46,48.0687,18.942,7.9026,0.0323,0.0,0.0,0.013595,16.39426,44279,-72.82611000783847,10.866123259176923,0.21153846153846154,0.018867924528301886,2.0392156862745097,28.403598705927546,27.926515261332202,27.668376843134553,91.62559950351722,95.31265505154927,93.03055065870286,0
44378,Hatonuevo,18240,19083,20044,6,1,38,10.9,22.19,29.87,37.04,11.55,35.62,3.16,6.48,54.62,25.96,6.65,15.9,0.15,49.69,50.31,33.94,80.42,53.1736,12.3547,1.6449,0.1073,0.1609,0.0179,0.012048,19.072289,44378,-72.73466438993,11.09980125858,0.11538461538461539,0.018867924528301886,0.7450980392156863,27.777701695760083,27.302007118860885,27.075502475102752,95.28403967618932,97.60499495267867,93.00652229785919,0
44420,La Jagua del Pilar,3204,3323,3498,2,1,0,9.28,21.07,27.1,42.55,11.28,2.27,10.43,9.86,49.22,28.12,7.18,18.12,0.37,52.47,47.53,20.34,83.22,62.9885,12.8736,0.2299,0.0,0.0,0.0,0.003745,2.805243,44420,-73.05548067235,10.4848991404,0.038461538461538464,0.018867924528301886,0.0,26.40021324157716,25.848910967508953,25.631137530008942,103.96338272094721,116.79049132267646,108.567042986552,1
44430,Maicao,156729,162601,170582,8,28,266,11.95,22.42,28.53,37.1,4.23,42.28,2.75,10.67,45.6,24.66,6.98,18.21,0.19,48.44,51.56,51.22,79.01,38.9172,12.683,1.2025,0.0457,0.0582,0.0042,0.018519,23.921998,44430,-72.28276278151428,11.281707169835714,0.15384615384615385,0.660377358490566,5.078431372549019,29.353575229644765,28.885802110036227,28.663796822230026,63.26569616794584,59.762770175933866,58.68299627304079,0
44560,Manaure,69021,75878,83072,1,8,57,15.81,27.77,26.82,29.61,0.47,93.15,0.93,22.52,25.89,18.12,7.56,16.49,0.14,48.87,51.13,89.06,91.68,11.8523,2.5592,0.3065,0.0243,0.0097,0.0049,0.002029,9.717402,44560,-72.64530400729231,11.639906942530768,0.019230769230769232,0.1509433962264151,1.1176470588235294,29.798835913340245,29.34725181261697,29.140958309173588,63.425450891256354,58.300373673439054,56.97916850447649,0
44650,San Juan del Cesar,44149,45410,46953,50,6,122,8.89,19.09,26.53,45.49,26.3,18.42,8.58,7.13,56.49,31.09,7.7,16.26,0.72,49.41,50.59,23.37,75.05,42.8544,18.4485,2.1175,0.1101,0.0259,0.013,0.014815,10.752263,44650,-73.024626049152,10.79039442744,0.9615384615384616,0.11320754716981132,2.392156862745098,27.512158075968415,26.99375510215759,26.758403778076175,90.12007315953569,96.88227530320485,92.17364051938056,0
44847,Uribia,149698,156559,163462,10,80,171,12.45,25.39,28.52,33.64,0.1,96.38,1.07,26.2,21.48,13.96,6.8,25.79,0.14,48.33,51.67,89.88,91.0,3.589,0.8382,0.0578,0.012,0.0048,0.0024,0.000732,4.67122,44847,-71.66107769634,12.10864922111,0.19230769230769232,1.5849056603773586,3.2745098039215685,29.9083145459493,29.484044949213665,29.241401751836133,43.089554632703475,37.30890073378878,38.95277940233553,0
44855,Urumita,12309,11233,10985,3,0,26,8.5,17.5,25.99,48.01,7.36,1.49,5.01,6.15,59.63,28.16,7.09,18.54,0.56,49.5,50.5,13.91,80.53,55.6546,19.9452,0.3427,0.0685,0.0343,0.0,0.0030399999999999,8.082067,44855,-73.0125081065,10.5601686746,0.057692307692307696,0.0,0.5098039215686274,22.451037089029928,21.912755727767944,21.684811433156327,102.97429629166919,113.07408203681302,108.57175169388455,1
44874,Villanueva,28489,27788,28346,17,4,28,8.94,19.51,25.36,46.18,1.43,1.82,4.52,6.83,57.03,29.83,7.19,18.9,0.72,48.94,51.06,7.72,78.32,50.1306,28.9115,3.2801,0.0145,0.0435,0.0,0.022642,23.637736,44874,-72.9776225919,10.6088113359,0.3269230769230769,0.07547169811320754,0.5490196078431373,28.39799245198566,27.876899083455395,27.63797378540041,88.4953161875406,95.01418864727027,89.60389109452565,0
47001,Santa Marta,472725,482113,499192,117,55,947,7.98,17.4,27.05,47.57,3.54,1.63,4.16,3.77,64.48,35.52,6.19,14.76,2.74,48.42,51.58,15.92,38.4,30.1065,14.3376,19.9718,4.0474,1.112,1.6423,0.096814,53.266748,47001,-73.903128583675,11.243561300385712,2.25,1.0566037735849056,18.54901960784314,23.797501246134434,23.25473499298094,23.08198483784994,122.14144962032628,119.30115687847137,114.2977855205536,1
47030,Algarrobo,14134,14806,15511,0,0,21,10.64,23.36,26.49,39.51,1.64,0.17,6.25,12.02,44.02,29.09,2.89,22.26,0.46,51.97,48.03,11.28,74.49,81.2793,0.65,0.026,0.026,0.0,0.026,0.004963,8.384615,47030,-74.0564004923,10.26764648395,0.0,0.0,0.4117647058823529,29.00679683685304,28.43890023231509,28.229713519414275,98.821119149526,109.87328759829204,101.42507646481192,0
47053,Aracataca,39318,39354,39857,3,2,81,9.72,22.2,28.12,39.96,7.32,8.53,2.65,12.54,46.96,27.59,5.91,21.42,1.14,50.73,49.27,30.6,86.15,70.0724,8.4074,0.3516,0.0517,0.0517,0.0,0.001127,5.007324,47053,-74.15581118312856,10.586194329885714,0.057692307692307696,0.03773584905660377,1.588235294117647,22.333947499593098,21.777798771858226,21.59436428546905,138.47752072413763,145.34876476724952,136.83072392145806,2
47058,Ariguaní,30609,30040,30218,14,3,130,9.4,21.76,25.2,43.64,0.41,0.15,1.9,12.72,45.06,35.72,3.4,18.59,0.22,51.22,48.78,30.6,75.41,62.2461,10.8686,0.1634,0.0817,0.0,0.0,0.00265,6.586572,47058,-74.08569913646666,9.882145695746669,0.2692307692307692,0.09433962264150944,2.5098039215686274,29.05403510729472,28.45440403620403,28.261261622111007,97.9379735787709,111.64007864395774,104.68224291006725,0
47161,Cerro de San Antonio,9549,9654,9890,1,0,0,8.57,20.83,24.01,46.58,0.21,0.09,4.91,19.08,40.99,32.91,2.83,26.53,0.13,51.76,48.24,26.17,83.74,82.4255,0.2553,0.0426,0.0,0.0,0.0,0.005435,10.88587,47161,-74.83824801637999,10.29804837532,0.019230769230769232,0.0,0.0,29.30876016616821,28.749516010284434,28.575752655665084,101.91498194138201,107.11217890679825,100.11248949170113,1
47170,Chivolo,20625,21202,21862,2,0,5,9.5,22.26,25.41,42.83,0.6,0.08,1.8,12.1,43.04,31.01,5.54,19.79,0.17,53.38,46.62,28.91,81.67,63.3553,0.6586,0.0,0.0549,0.0,0.0,0.001894,8.778409,47170,-74.5055591169,10.05356343416,0.038461538461538464,0.0,0.09803921568627451,28.856579065322876,28.284936269124362,28.100112279256184,96.46997849146531,108.21422881881394,97.74979796012236,0
